0.517333,0.517333,0.517333,0.440219,0.488715,0.424576,0.431938,0.482080,0.428774,0.449794,0.453010,0.393017,0.435153,0.486631,0.477742,0.531709,0.536485,0.543563,0.503299,0.492087,0.504994,0.424778,0.398999,0.450098,0.389952,0.344336,0.336226,0.331076,0.355366,0.352089,0.302485,0.283521,0.297908,0.300080,0.328153,0.279898,0.361573,0.305684,0.316398,0.321504,0.324753,0.323122,0.304827,0.299169,0.288628,0.316362,0.313555,0.292999,0.264225,0.294642,0.317363,0.296649,0.232793,0.223548,0.193867,0.262198,0.255824,0.305945,0.274660,0.266873,0.223292,0.225739,0.268251,0.238301,0.282768,0.176383,0.176383
0.517333,0.517333,0.517333,0.440219,0.488715,0.424576,0.431938,0.482080,0.428774,0.449794,0.453010,0.393017,0.435153,0.486631,0.477742,0.531709,0.536485,0.543563,0.503299,0.492087,0.504994,0.424778,0.398999,0.450098,0.389952,0.344336,0.336226,0.331076,0.355366,0.352089,0.302485,0.283521,0.297908,0.300080,0.328153,0.279898,0.361573,0.305684,0.316398,0.321504,0.324753,0.323122,0.304827,0.299169,0.288628,0.316362,0.313555,0.292999,0.264225,0.294642,0.317363,0.296649,0.232793,0.223548,0.193867,0.262198,0.255824,0.305945,0.274660,0.266873,0.223292,0.225739,0.268251,0.238301,0.282768,0.176383,0.176383
0.595530,0.595530,0.595530,0.523998,0.521679,0.500100,0.499381,0.441568,0.481842,0.506042,0.476888,0.521093,0.510108,0.508598,0.466899,0.541423,0.535727,0.441972,0.460463,0.438871,0.526869,0.490953,0.543752,0.503996,0.470622,0.413001,0.330430,0.363540,0.346235,0.316245,0.260478,0.358595,0.340176,0.309610,0.333349,0.328651,0.266837,0.280330,0.318046,0.322398,0.275005,0.325787,0.334517,0.320990,0.305455,0.315765,0.353801,0.290882,0.306936,0.297219,0.281087,0.260417,0.256450,0.256684,0.338202,0.310271,0.284223,0.301488,0.243858,0.256883,0.259364,0.246361,0.255713,0.243347,0.222426,0.300217,0.300217
0.541754,0.541754,0.541754,0.505953,0.441596,0.461655,0.495913,0.491647,0.476805,0.578712,0.522642,0.495253,0.484334,0.483285,0.483038,0.468128,0.473132,0.492103,0.481923,0.483890,0.569995,0.509005,0.512110,0.499587,0.451102,0.427161,0.424230,0.391050,0.376902,0.344329,0.334212,0.314446,0.376396,0.317130,0.276628,0.306956,0.326278,0.281419,0.293588,0.309414,0.328374,0.346996,0.355282,0.283445,0.359407,0.317410,0.303242,0.324124,0.268071,0.247179,0.230235,0.308524,0.285443,0.313882,0.311600,0.284845,0.278143,0.307497,0.271859,0.240861,0.261919,0.288968,0.250977,0.257181,0.278997,0.315315,0.315315
0.458555,0.458555,0.458555,0.467830,0.440537,0.514239,0.474121,0.412523,0.444187,0.526434,0.509291,0.466221,0.507785,0.492357,0.505938,0.481862,0.505880,0.512525,0.471385,0.433697,0.497944,0.506598,0.518854,0.519473,0.519578,0.482876,0.522527,0.523453,0.410272,0.348364,0.312809,0.311317,0.290099,0.328600,0.330738,0.324415,0.313747,0.368905,0.267309,0.310774,0.318004,0.351421,0.310606,0.309840,0.364244,0.299549,0.313761,0.351796,0.341077,0.304745,0.319233,0.288829,0.308999,0.237318,0.240324,0.268806,0.271869,0.226219,0.301427,0.276235,0.280864,0.214360,0.220060,0.274722,0.253388,0.262080,0.262080
0.501336,0.501336,0.501336,0.440760,0.505471,0.534705,0.520498,0.484667,0.526917,0.506927,0.520854,0.484218,0.498857,0.485177,0.501770,0.468267,0.489926,0.452474,0.531803,0.516980,0.498099,0.520347,0.498904,0.548498,0.532388,0.464526,0.451033,0.518805,0.464557,0.472078,0.475429,0.386979,0.402309,0.343115,0.346462,0.329146,0.352026,0.248519,0.304924,0.289875,0.285156,0.333768,0.328623,0.348788,0.308670,0.309909,0.360681,0.306389,0.329185,0.292562,0.284376,0.332260,0.301485,0.290021,0.299754,0.337218,0.252713,0.293436,0.227680,0.242883,0.267117,0.214161,0.180745,0.276362,0.268167,0.264155,0.264155
0.495879,0.495879,0.495879,0.438398,0.423584,0.572539,0.508680,0.520572,0.480455,0.506887,0.469335,0.440820,0.464217,0.495306,0.510634,0.490318,0.509396,0.548494,0.506031,0.527554,0.506731,0.478366,0.482737,0.471021,0.483334,0.432577,0.528992,0.514161,0.509650,0.501926,0.488370,0.446609,0.358214,0.339307,0.302101,0.295618,0.346833,0.356241,0.306268,0.290126,0.332712,0.339715,0.386554,0.338622,0.302046,0.314469,0.299578,0.311946,0.316144,0.344593,0.323321,0.334153,0.336755,0.232165,0.333766,0.306084,0.282512,0.284990,0.256834,0.267808,0.325734,0.330345,0.258401,0.270618,0.287030,0.256383,0.256383
0.556920,0.556920,0.556920,0.481079,0.437851,0.462530,0.469025,0.451884,0.429248,0.556447,0.552109,0.485228,0.507480,0.501762,0.467057,0.525167,0.486847,0.430574,0.491299,0.471269,0.474643,0.477085,0.478578,0.520292,0.513842,0.481065,0.524650,0.531563,0.482177,0.545322,0.474637,0.498488,0.523865,0.494428,0.400561,0.381787,0.315836,0.292402,0.351514,0.320619,0.306668,0.362345,0.334468,0.310218,0.338178,0.303227,0.334279,0.367179,0.319888,0.324095,0.303492,0.294656,0.308504,0.326876,0.279146,0.315467,0.278975,0.310846,0.320552,0.274229,0.283709,0.285155,0.280405,0.306754,0.294197,0.257762,0.257762
0.529281,0.529281,0.529281,0.447320,0.469690,0.478695,0.465241,0.475292,0.531626,0.570199,0.491684,0.488852,0.462324,0.463251,0.432676,0.429225,0.480457,0.486860,0.478096,0.503637,0.490285,0.503985,0.524227,0.436653,0.457917,0.465172,0.485376,0.429383,0.516945,0.460971,0.566311,0.541144,0.531006,0.566948,0.541958,0.451531,0.413328,0.330212,0.308001,0.299941,0.333927,0.417311,0.294452,0.334415,0.342352,0.349783,0.291142,0.296363,0.276602,0.345764,0.329518,0.274634,0.341488,0.368500,0.342593,0.290085,0.274738,0.300617,0.292081,0.303860,0.319515,0.245796,0.271118,0.286880,0.297920,0.263050,0.263050
0.496122,0.496122,0.496122,0.432268,0.436902,0.504894,0.412026,0.458975,0.459025,0.537028,0.486235,0.474404,0.467310,0.442768,0.476851,0.530260,0.533378,0.447479,0.497372,0.468344,0.454090,0.475981,0.428018,0.461343,0.419495,0.506773,0.474955,0.545691,0.516276,0.524179,0.546375,0.461651,0.485144,0.501972,0.481388,0.471482,0.527548,0.493597,0.374734,0.294065,0.277637,0.318185,0.310265,0.301756,0.285212,0.289497,0.314312,0.383170,0.365932,0.333751,0.318674,0.322475,0.296674,0.344869,0.423991,0.283845,0.286277,0.297088,0.314355,0.332351,0.244881,0.292100,0.263129,0.295535,0.307627,0.309606,0.309606
