0.561962,0.561962,0.560991,0.558472,0.557860,0.561259,0.557294,0.547592,0.557374,0.568277,0.574872,0.583658,0.590811,0.592695,0.581141,0.541874,0.480508,0.425492,0.407836,0.424255,0.436306,0.446852,0.448019,0.454814,0.455330,0.450993,0.453581,0.463709,0.476312,0.483894,0.484436,0.496440,0.514237,0.521610,0.520843,0.515203,0.504350,0.499720,0.507182,0.517046,0.515213,0.507155,0.508549,0.514357,0.518218,0.518804,0.520040,0.515988,0.513262,0.515463,0.511755,0.504382,0.511085,0.516813,0.509968,0.503612,0.499115,0.502336,0.501600,0.496186,0.513540,0.520214,0.516646,0.514061,0.518134,0.515049,0.516343,0.517705,0.509435,0.501130,0.502618,0.510728,0.515174,0.516698,0.507693,0.499404,0.492394,0.481290,0.476953,0.473875,0.469644,0.475925,0.495867,0.525190,0.551777,0.565364,0.567582,0.562386,0.560115,0.563794,0.568418,0.573547,0.570213,0.566267,0.569374,0.572359,0.568781,0.564816,0.555861,0.551734,0.558905,0.589733,0.630657,0.657387,0.665556,0.636156,0.558930,0.485227,0.470652,0.485713,0.494427,0.501396,0.498867,0.487781,0.475966,0.470467,0.471205,0.468791,0.481104,0.499816,0.500062,0.497809,0.492480,0.489803,0.491772,0.497762,0.510009,0.534940,0.539027
0.553683,0.553683,0.558112,0.561689,0.560721,0.559542,0.556091,0.550360,0.557039,0.570388,0.580595,0.586132,0.588961,0.589797,0.576647,0.534100,0.476751,0.429339,0.418802,0.430177,0.440104,0.447754,0.443681,0.444511,0.446700,0.443623,0.450500,0.462127,0.472730,0.484511,0.490518,0.502468,0.515969,0.522548,0.519652,0.517866,0.507923,0.499606,0.506504,0.516979,0.514042,0.511018,0.509632,0.512162,0.511998,0.509525,0.509158,0.509277,0.512086,0.511267,0.505277,0.501807,0.510580,0.512470,0.509164,0.506875,0.496759,0.499551,0.505845,0.508976,0.516904,0.519041,0.514947,0.512198,0.516526,0.515797,0.515636,0.510581,0.499913,0.497829,0.500749,0.505016,0.512279,0.514784,0.513934,0.508095,0.499681,0.489865,0.481172,0.474339,0.468253,0.476846,0.497215,0.524575,0.552869,0.569417,0.574357,0.567289,0.561101,0.561844,0.565400,0.569007,0.568140,0.563150,0.564938,0.566328,0.561946,0.557622,0.551653,0.553738,0.559537,0.578878,0.616909,0.648134,0.662885,0.647027,0.589474,0.514224,0.480283,0.480664,0.486478,0.489410,0.485970,0.480242,0.470803,0.470024,0.480427,0.482704,0.488233,0.496664,0.499156,0.499511,0.496548,0.492575,0.491277,0.488176,0.480897,0.474532,0.461127
0.558210,0.558210,0.562694,0.561450,0.559638,0.559355,0.559294,0.555153,0.556496,0.571784,0.584627,0.590139,0.591027,0.584368,0.567643,0.527958,0.476562,0.434385,0.424729,0.432845,0.438651,0.441932,0.441041,0.442802,0.444369,0.444531,0.455419,0.467954,0.474449,0.488712,0.496587,0.505224,0.511786,0.516146,0.515482,0.512661,0.507273,0.500620,0.503970,0.512971,0.511273,0.509678,0.512026,0.517224,0.516258,0.509194,0.502749,0.507641,0.512099,0.511928,0.507406,0.504999,0.510492,0.510236,0.508380,0.507015,0.501438,0.503879,0.510546,0.514488,0.513675,0.511972,0.516627,0.519987,0.518112,0.514578,0.512926,0.502408,0.491175,0.493081,0.497382,0.498787,0.501612,0.505528,0.509982,0.510150,0.505106,0.494357,0.481827,0.473062,0.468018,0.470637,0.484254,0.509186,0.538364,0.562033,0.577326,0.573817,0.563581,0.564115,0.566928,0.569211,0.568031,0.562061,0.560526,0.559043,0.555010,0.548952,0.547394,0.554197,0.556718,0.565811,0.597237,0.633702,0.657228,0.657387,0.624487,0.562029,0.500000,0.471213,0.471407,0.479466,0.482126,0.480074,0.473995,0.474038,0.482877,0.489942,0.493771,0.492902,0.496366,0.501974,0.501965,0.497339,0.488435,0.470172,0.428942,0.387507,0.361696
0.572656,0.572656,0.569945,0.565651,0.562767,0.561203,0.565474,0.563743,0.564739,0.578224,0.590752,0.593641,0.588825,0.575854,0.558789,0.523898,0.480877,0.444044,0.430175,0.433120,0.437510,0.440606,0.443843,0.447532,0.446697,0.446508,0.457343,0.471276,0.479405,0.487608,0.495821,0.504638,0.507848,0.507295,0.505418,0.503923,0.506290,0.502464,0.504550,0.510256,0.508196,0.506193,0.511897,0.524605,0.524415,0.513638,0.504984,0.509300,0.510786,0.512365,0.508263,0.506645,0.510997,0.514261,0.516026,0.513074,0.508090,0.505880,0.507699,0.505901,0.503294,0.505324,0.516599,0.520859,0.518005,0.513482,0.507384,0.495016,0.485027,0.490649,0.497157,0.496051,0.494013,0.497628,0.505237,0.508866,0.503727,0.492513,0.480764,0.471328,0.465136,0.458236,0.463335,0.487744,0.522030,0.549743,0.571495,0.575281,0.572154,0.570460,0.571131,0.573018,0.573041,0.567782,0.563685,0.558737,0.555507,0.548076,0.545662,0.549757,0.553738,0.562565,0.580144,0.613325,0.648334,0.663989,0.648753,0.602158,0.524526,0.470683,0.466151,0.478619,0.484916,0.483141,0.481026,0.480656,0.484775,0.493126,0.496699,0.494774,0.497227,0.505220,0.507758,0.498503,0.472826,0.433009,0.377165,0.337625,0.320797
0.575297,0.575297,0.571995,0.566724,0.565239,0.564458,0.569014,0.570525,0.573036,0.581579,0.589836,0.592019,0.580391,0.568286,0.555286,0.521696,0.483685,0.450582,0.433118,0.432127,0.440379,0.443421,0.444085,0.443547,0.439779,0.442401,0.452829,0.468094,0.476217,0.482441,0.493124,0.503441,0.505933,0.501835,0.497887,0.502133,0.508826,0.506674,0.508796,0.513078,0.511402,0.513045,0.521763,0.532582,0.527562,0.514721,0.511805,0.515658,0.513919,0.507547,0.502774,0.503119,0.505567,0.511196,0.515006,0.510231,0.502494,0.503048,0.507389,0.504759,0.500845,0.502819,0.514443,0.519288,0.515123,0.509722,0.506141,0.495828,0.491152,0.496988,0.500903,0.498898,0.498174,0.499922,0.504984,0.506469,0.498923,0.486659,0.478180,0.474735,0.466191,0.451628,0.453311,0.478002,0.514326,0.542703,0.562601,0.571982,0.575664,0.572945,0.570889,0.572753,0.576644,0.573435,0.568832,0.563289,0.559551,0.553854,0.550548,0.549175,0.554207,0.561104,0.568611,0.590893,0.632487,0.660396,0.660066,0.631470,0.559638,0.488217,0.469321,0.477237,0.484067,0.486633,0.487539,0.484760,0.484165,0.492811,0.499671,0.498522,0.498149,0.504382,0.504544,0.479321,0.428414,0.377051,0.339009,0.316891,0.311655
0.570648,0.570648,0.566757,0.566467,0.568344,0.567916,0.570585,0.570818,0.576034,0.581837,0.584274,0.580985,0.569787,0.564848,0.554248,0.523436,0.478550,0.441488,0.426057,0.423184,0.439077,0.448018,0.443824,0.434643,0.430896,0.437371,0.441813,0.455329,0.470343,0.478285,0.485264,0.499217,0.502088,0.499345,0.497006,0.504543,0.512073,0.509356,0.510771,0.510465,0.511694,0.516312,0.525139,0.530790,0.523095,0.514981,0.515778,0.518956,0.514282,0.501870,0.496963,0.500177,0.497796,0.499274,0.505656,0.503480,0.494589,0.499902,0.507524,0.507147,0.507593,0.509941,0.515668,0.514763,0.510396,0.508727,0.506668,0.499081,0.492412,0.495359,0.499598,0.503416,0.509332,0.509989,0.504671,0.501796,0.495838,0.485594,0.477271,0.473015,0.465915,0.448702,0.444573,0.467318,0.503558,0.535452,0.557915,0.566892,0.572803,0.572784,0.570476,0.572332,0.575258,0.572736,0.567941,0.564840,0.562673,0.560921,0.559676,0.555074,0.553821,0.556830,0.557866,0.569884,0.612357,0.651099,0.667358,0.652937,0.601051,0.525878,0.478233,0.466991,0.474431,0.485916,0.486828,0.483031,0.484051,0.492165,0.500965,0.504030,0.503372,0.497105,0.476286,0.429005,0.376217,0.340973,0.320935,0.314416,0.313294
0.568518,0.568518,0.564492,0.567241,0.570664,0.571370,0.569955,0.568029,0.574952,0.581645,0.578026,0.568211,0.561188,0.558011,0.547872,0.519293,0.470042,0.427618,0.411828,0.416853,0.436485,0.447966,0.442358,0.427419,0.427504,0.431988,0.437265,0.452498,0.468692,0.475928,0.481812,0.494181,0.498783,0.497781,0.499357,0.507800,0.514296,0.509074,0.503206,0.503890,0.506642,0.509824,0.514106,0.516305,0.511019,0.510112,0.512560,0.516283,0.513799,0.501948,0.496101,0.494066,0.486314,0.487454,0.499554,0.498194,0.495463,0.499154,0.502474,0.503834,0.510181,0.511474,0.509567,0.509181,0.508222,0.506272,0.502947,0.498457,0.491886,0.493071,0.497011,0.500782,0.509666,0.517207,0.510838,0.501171,0.497518,0.489495,0.478527,0.473963,0.463440,0.446798,0.443370,0.465814,0.502030,0.538345,0.560422,0.569770,0.573479,0.571482,0.568634,0.570190,0.570916,0.569120,0.565478,0.562766,0.561907,0.565772,0.564559,0.558654,0.554914,0.552907,0.550737,0.555002,0.589174,0.634921,0.663341,0.666301,0.638940,0.575415,0.504923,0.466091,0.465092,0.479945,0.484495,0.481965,0.485320,0.495644,0.505046,0.506716,0.499936,0.470639,0.417518,0.369029,0.338136,0.325031,0.323838,0.322689,0.320373
0.571989,0.571989,0.568054,0.567601,0.569962,0.574556,0.575933,0.574267,0.579683,0.581211,0.573323,0.563687,0.559350,0.560708,0.551653,0.521650,0.470606,0.427466,0.418634,0.426883,0.439142,0.444232,0.442515,0.431101,0.432269,0.434580,0.439803,0.459672,0.472859,0.476657,0.483056,0.489669,0.493066,0.498515,0.502678,0.509248,0.512152,0.503950,0.494440,0.501321,0.505794,0.505627,0.509962,0.510115,0.505579,0.506580,0.508731,0.507717,0.509048,0.505110,0.496840,0.488059,0.478934,0.481250,0.493280,0.498667,0.500559,0.496333,0.492635,0.496927,0.503371,0.504906,0.503879,0.505011,0.505236,0.497961,0.496003,0.499111,0.496469,0.494852,0.493895,0.493338,0.498290,0.507539,0.506883,0.499504,0.500171,0.493905,0.477496,0.473979,0.464636,0.454673,0.451804,0.470731,0.508036,0.541923,0.561562,0.568627,0.570126,0.567075,0.563320,0.563245,0.565392,0.567041,0.562547,0.563452,0.562547,0.567136,0.566230,0.562184,0.561723,0.559469,0.552072,0.547690,0.566299,0.606041,0.646271,0.664837,0.659483,0.621498,0.552579,0.482851,0.460083,0.472515,0.479509,0.481391,0.489940,0.500572,0.505107,0.499113,0.470831,0.414058,0.357439,0.334762,0.327664,0.323875,0.327065,0.324348,0.320399
0.572244,0.572244,0.574066,0.573444,0.572732,0.574586,0.579457,0.580775,0.581005,0.578687,0.574122,0.568196,0.564151,0.567184,0.563190,0.531815,0.476688,0.436197,0.430416,0.440482,0.445216,0.445735,0.445987,0.440885,0.439265,0.439050,0.441113,0.458779,0.470224,0.475952,0.484961,0.486844,0.490678,0.501952,0.506303,0.505708,0.507029,0.496683,0.489256,0.501336,0.505416,0.504540,0.510292,0.513269,0.512620,0.513561,0.511327,0.501738,0.501663,0.505890,0.498493,0.490764,0.486790,0.487406,0.491003,0.500163,0.503207,0.493131,0.489809,0.495415,0.496077,0.499197,0.501822,0.503889,0.501700,0.497730,0.498151,0.502692,0.504067,0.500282,0.492109,0.487921,0.493366,0.499060,0.497555,0.493409,0.497414,0.496445,0.482667,0.477073,0.471075,0.465514,0.458165,0.473078,0.505912,0.535312,0.553657,0.562016,0.562923,0.559235,0.555951,0.556594,0.557961,0.560600,0.558923,0.561092,0.561314,0.568450,0.565012,0.560720,0.565841,0.568218,0.560039,0.551607,0.555374,0.583330,0.625746,0.656261,0.665277,0.653718,0.605301,0.524003,0.469399,0.464940,0.474093,0.484553,0.497665,0.507879,0.499755,0.467961,0.407838,0.353914,0.329719,0.328262,0.332591,0.329125,0.325400,0.321535,0.319284
0.568795,0.568795,0.577122,0.580395,0.577564,0.575754,0.581554,0.581844,0.578055,0.574892,0.578696,0.574984,0.567897,0.569183,0.563203,0.532263,0.476559,0.435283,0.427917,0.441673,0.446187,0.445062,0.445022,0.441498,0.442874,0.445978,0.443885,0.451694,0.460181,0.469595,0.479022,0.483178,0.490796,0.503502,0.504393,0.498767,0.500240,0.496982,0.491967,0.500339,0.502775,0.502149,0.508275,0.515300,0.520501,0.516032,0.510424,0.501965,0.502042,0.503032,0.498484,0.501640,0.499330,0.495542,0.491117,0.497337,0.495285,0.482260,0.483646,0.491285,0.489690,0.493175,0.496708,0.498647,0.496874,0.499877,0.501092,0.503478,0.506985,0.505345,0.493083,0.490981,0.497272,0.502457,0.497810,0.491750,0.495452,0.496198,0.486027,0.477070,0.471569,0.468223,0.464520,0.476303,0.500958,0.522818,0.538156,0.551422,0.556337,0.554948,0.552305,0.553307,0.554668,0.558597,0.560584,0.562907,0.561550,0.565634,0.561512,0.556752,0.564248,0.566659,0.557866,0.551695,0.553099,0.567806,0.599831,0.636619,0.662589,0.672387,0.648085,0.575366,0.491568,0.458075,0.461756,0.479426,0.495877,0.498949,0.470383,0.412477,0.351719,0.322919,0.325371,0.330325,0.331698,0.326229,0.320883,0.317673,0.314721
