0.672653,0.672653,0.628334,0.628334,0.672653,0.619686,0.613235,0.632393,0.613577,0.591585,0.653182,0.625082,0.625493,0.650963,0.689095,0.689018,0.628198,0.547492,0.465993,0.356053,0.336350,0.456585,0.431175,0.414820,0.428487,0.404682,0.381041,0.410080,0.388250,0.453662,0.445819,0.475422,0.475316,0.548496,0.494420,0.485158,0.514176,0.534588,0.494339,0.473287,0.491514,0.505544,0.528496,0.522722,0.477315,0.573077,0.520630,0.519592,0.555264,0.487241,0.462659,0.447565,0.557034,0.536423,0.543682,0.545950,0.500815,0.497043,0.534637,0.525129,0.504461,0.498299,0.539158,0.501517,0.494321,0.530787,0.586895,0.486805,0.515230,0.489897,0.552469,0.515381,0.472283,0.492727,0.532204,0.541971,0.499211,0.530525,0.500717,0.473658,0.447512,0.462640,0.444725,0.398245,0.466357,0.585694,0.627228,0.633894,0.616663,0.603208,0.576556,0.636337,0.639683,0.601802,0.583854,0.594639,0.590317,0.579859,0.605200,0.593938,0.608715,0.577627,0.644295,0.557679,0.753854,0.828374,0.856981,0.839786,0.680830,0.461374,0.396419,0.446641,0.498246,0.496497,0.466185,0.475753,0.471229,0.493909,0.444948,0.466544,0.484436,0.487849,0.424489,0.503767,0.507345,0.511494,0.438840,0.445520,0.502222,0.494648,0.393440,0.393440,0.494648
0.605769,0.605769,0.610843,0.610843,0.605769,0.682955,0.595486,0.592888,0.658400,0.578484,0.588734,0.600950,0.576307,0.640393,0.697011,0.655452,0.670479,0.578055,0.498533,0.375439,0.379237,0.394434,0.359608,0.373628,0.448628,0.421472,0.425846,0.437536,0.414476,0.436946,0.481259,0.440365,0.448481,0.470548,0.504670,0.533883,0.484148,0.567423,0.508244,0.492428,0.509214,0.528703,0.540672,0.529037,0.533599,0.526508,0.533872,0.548705,0.525099,0.505225,0.536392,0.549993,0.539269,0.479173,0.476818,0.463427,0.496308,0.508364,0.540884,0.509220,0.533133,0.476782,0.472019,0.518582,0.522771,0.548068,0.474483,0.532050,0.513768,0.551499,0.536230,0.510921,0.491438,0.528962,0.520882,0.491048,0.527263,0.499118,0.496488,0.458809,0.515173,0.468597,0.385332,0.456393,0.498151,0.600189,0.614113,0.679672,0.618966,0.571422,0.578631,0.579150,0.608290,0.634875,0.596965,0.558138,0.639715,0.602975,0.601670,0.633189,0.638611,0.580317,0.604340,0.650846,0.825368,0.813105,0.870507,0.851937,0.629290,0.383925,0.394455,0.468251,0.451162,0.480696,0.484399,0.491377,0.452907,0.468610,0.462284,0.533022,0.524861,0.493423,0.477108,0.442548,0.485883,0.487424,0.469471,0.471653,0.468777,0.597836,0.672737,0.672737,0.597836
0.605769,0.605769,0.610843,0.610843,0.605769,0.682955,0.595486,0.592888,0.658400,0.578484,0.588734,0.600950,0.576307,0.640393,0.697011,0.655452,0.670479,0.578055,0.498533,0.375439,0.379237,0.394434,0.359608,0.373628,0.448628,0.421472,0.425846,0.437536,0.414476,0.436946,0.481259,0.440365,0.448481,0.470548,0.504670,0.533883,0.484148,0.567423,0.508244,0.492428,0.509214,0.528703,0.540672,0.529037,0.533599,0.526508,0.533872,0.548705,0.525099,0.505225,0.536392,0.549993,0.539269,0.479173,0.476818,0.463427,0.496308,0.508364,0.540884,0.509220,0.533133,0.476782,0.472019,0.518582,0.522771,0.548068,0.474483,0.532050,0.513768,0.551499,0.536230,0.510921,0.491438,0.528962,0.520882,0.491048,0.527263,0.499118,0.496488,0.458809,0.515173,0.468597,0.385332,0.456393,0.498151,0.600189,0.614113,0.679672,0.618966,0.571422,0.578631,0.579150,0.608290,0.634875,0.596965,0.558138,0.639715,0.602975,0.601670,0.633189,0.638611,0.580317,0.604340,0.650846,0.825368,0.813105,0.870507,0.851937,0.629290,0.383925,0.394455,0.468251,0.451162,0.480696,0.484399,0.491377,0.452907,0.468610,0.462284,0.533022,0.524861,0.493423,0.477108,0.442548,0.485883,0.487424,0.469471,0.471653,0.468777,0.597836,0.672737,0.672737,0.597836
0.672653,0.672653,0.628334,0.628334,0.672653,0.619686,0.613235,0.632393,0.613577,0.591585,0.653182,0.625082,0.625493,0.650963,0.689095,0.689018,0.628198,0.547492,0.465993,0.356053,0.336350,0.456585,0.431175,0.414820,0.428487,0.404682,0.381041,0.410080,0.388250,0.453662,0.445819,0.475422,0.475316,0.548496,0.494420,0.485158,0.514176,0.534588,0.494339,0.473287,0.491514,0.505544,0.528496,0.522722,0.477315,0.573077,0.520630,0.519592,0.555264,0.487241,0.462659,0.447565,0.557034,0.536423,0.543682,0.545950,0.500815,0.497043,0.534637,0.525129,0.504461,0.498299,0.539158,0.501517,0.494321,0.530787,0.586895,0.486805,0.515230,0.489897,0.552469,0.515381,0.472283,0.492727,0.532204,0.541971,0.499211,0.530525,0.500717,0.473658,0.447512,0.462640,0.444725,0.398245,0.466357,0.585694,0.627228,0.633894,0.616663,0.603208,0.576556,0.636337,0.639683,0.601802,0.583854,0.594639,0.590317,0.579859,0.605200,0.593938,0.608715,0.577627,0.644295,0.557679,0.753854,0.828374,0.856981,0.839786,0.680830,0.461374,0.396419,0.446641,0.498246,0.496497,0.466185,0.475753,0.471229,0.493909,0.444948,0.466544,0.484436,0.487849,0.424489,0.503767,0.507345,0.511494,0.438840,0.445520,0.502222,0.494648,0.393440,0.393440,0.494648
0.578370,0.578370,0.640586,0.640586,0.578370,0.639791,0.600335,0.613788,0.591227,0.627057,0.587657,0.628624,0.639358,0.675607,0.669657,0.674160,0.624327,0.594506,0.442244,0.393723,0.374380,0.372359,0.412857,0.387824,0.436708,0.423097,0.387756,0.398643,0.472885,0.451137,0.465319,0.508849,0.474659,0.518109,0.488365,0.501992,0.516376,0.537406,0.480029,0.521144,0.509825,0.480826,0.504188,0.517463,0.521488,0.492730,0.486869,0.543561,0.519939,0.529955,0.526402,0.503686,0.535570,0.509925,0.490560,0.516614,0.546478,0.480973,0.517896,0.481560,0.497153,0.518497,0.469281,0.425275,0.533772,0.504667,0.502755,0.507339,0.504258,0.479794,0.555669,0.511870,0.548212,0.500985,0.504147,0.488495,0.500200,0.519957,0.532726,0.499674,0.491328,0.456676,0.474324,0.411861,0.466184,0.525991,0.561386,0.624307,0.634411,0.618164,0.548117,0.621862,0.610681,0.600010,0.592046,0.593300,0.567159,0.550684,0.588997,0.580911,0.575758,0.637263,0.662791,0.577978,0.632016,0.802712,0.853975,0.898794,0.820432,0.544576,0.386389,0.422868,0.447196,0.469284,0.475663,0.465071,0.483893,0.493415,0.432175,0.527386,0.512914,0.487332,0.483560,0.470174,0.510218,0.544144,0.545825,0.487141,0.424898,0.226630,0.160943,0.160943,0.226630
0.599709,0.599709,0.605430,0.605430,0.599709,0.563471,0.575870,0.595695,0.590504,0.572878,0.644497,0.674499,0.657778,0.687120,0.668882,0.629437,0.650697,0.507287,0.404124,0.391389,0.365829,0.360563,0.389485,0.412878,0.438512,0.437592,0.380595,0.413950,0.438163,0.438797,0.518862,0.466327,0.474018,0.518515,0.512028,0.454351,0.503877,0.472076,0.476572,0.544894,0.510299,0.485878,0.560335,0.542768,0.520828,0.515698,0.482757,0.526309,0.554469,0.515118,0.483135,0.498972,0.499366,0.520864,0.533246,0.518866,0.529067,0.501166,0.494866,0.544792,0.499849,0.491229,0.516245,0.538065,0.563244,0.554607,0.511682,0.502411,0.492290,0.500260,0.502595,0.476611,0.482192,0.522846,0.521819,0.476674,0.487662,0.472424,0.503401,0.476826,0.454975,0.453007,0.442330,0.396736,0.420957,0.477085,0.566935,0.628997,0.591633,0.634677,0.625982,0.627646,0.581743,0.667075,0.590901,0.647061,0.617834,0.622806,0.642288,0.648488,0.623711,0.625438,0.591472,0.584341,0.572611,0.735667,0.921991,0.843272,0.865685,0.740292,0.473273,0.400272,0.435813,0.424472,0.489614,0.488608,0.437024,0.490448,0.507240,0.509853,0.465165,0.479078,0.468867,0.502861,0.516690,0.523845,0.481866,0.380398,0.212910,0.187501,0.171850,0.171850,0.187501
0.580558,0.580558,0.603802,0.603802,0.580558,0.586532,0.634044,0.568646,0.617635,0.588005,0.615438,0.671235,0.646074,0.651180,0.608808,0.627291,0.648990,0.569368,0.404979,0.362602,0.343854,0.374480,0.413491,0.355978,0.409023,0.339885,0.417743,0.379855,0.446921,0.449706,0.442939,0.500025,0.443921,0.486054,0.502292,0.500868,0.491232,0.560378,0.574727,0.514644,0.473395,0.451708,0.519795,0.525575,0.504846,0.469882,0.491737,0.520412,0.539160,0.538682,0.515431,0.501684,0.535535,0.507924,0.546849,0.594181,0.521605,0.504347,0.489018,0.515925,0.534521,0.431111,0.509810,0.498889,0.515435,0.536587,0.550846,0.528208,0.517874,0.509270,0.517707,0.485221,0.536276,0.497432,0.513540,0.518107,0.478034,0.458137,0.512327,0.494657,0.489935,0.437803,0.439257,0.409205,0.445383,0.452461,0.548872,0.569931,0.688030,0.636982,0.640890,0.650650,0.645626,0.622342,0.650086,0.638819,0.676024,0.632031,0.622055,0.615345,0.597182,0.598126,0.589488,0.583996,0.617133,0.628902,0.749350,0.864258,0.888151,0.873786,0.610674,0.422037,0.429325,0.463001,0.419257,0.481523,0.501952,0.500623,0.495305,0.491394,0.484605,0.482204,0.500121,0.494817,0.535761,0.545761,0.409015,0.216840,0.170322,0.214492,0.194024,0.194024,0.214492
0.625586,0.625586,0.630964,0.630964,0.625586,0.614595,0.607574,0.628353,0.628607,0.623561,0.628281,0.650133,0.634481,0.662423,0.668875,0.604916,0.607671,0.545831,0.459895,0.386030,0.372439,0.422789,0.407096,0.391965,0.441454,0.390871,0.412351,0.455136,0.381708,0.446745,0.441353,0.509993,0.448020,0.460493,0.526614,0.516441,0.522152,0.514826,0.486628,0.474633,0.505874,0.572962,0.495256,0.441893,0.502047,0.547020,0.512621,0.535634,0.497388,0.488989,0.513721,0.517130,0.514818,0.496129,0.514986,0.450616,0.521187,0.498454,0.514948,0.529285,0.491454,0.492160,0.543475,0.522138,0.526571,0.481777,0.507558,0.505823,0.534280,0.496713,0.513687,0.491569,0.543152,0.513659,0.542377,0.489720,0.520648,0.442464,0.517435,0.542121,0.488461,0.462477,0.389170,0.433337,0.390696,0.435521,0.476652,0.575003,0.592649,0.607416,0.617690,0.593129,0.630090,0.692345,0.653054,0.610113,0.614616,0.630600,0.590534,0.582204,0.618224,0.624680,0.602759,0.583728,0.654257,0.528006,0.715346,0.812177,0.864022,0.888318,0.832454,0.465712,0.403569,0.452772,0.444867,0.450512,0.461874,0.504837,0.470136,0.492893,0.502124,0.487934,0.539288,0.509875,0.522458,0.391556,0.175161,0.206519,0.214321,0.239373,0.209459,0.209459,0.239373
0.570785,0.570785,0.589204,0.589204,0.570785,0.612536,0.625388,0.688627,0.594249,0.606175,0.627001,0.624774,0.617135,0.648675,0.599752,0.589754,0.621350,0.585138,0.474265,0.306024,0.356932,0.358080,0.419520,0.405775,0.397638,0.362222,0.378727,0.419143,0.370900,0.469909,0.494680,0.438234,0.448130,0.463460,0.485018,0.527734,0.486117,0.540603,0.526839,0.479323,0.526333,0.490294,0.500462,0.531040,0.526107,0.489263,0.517581,0.524616,0.519820,0.495397,0.528381,0.524525,0.496045,0.493834,0.472110,0.518368,0.487789,0.526810,0.478466,0.520415,0.492645,0.489374,0.500830,0.488054,0.506030,0.512147,0.522097,0.467359,0.521598,0.468157,0.485924,0.523152,0.507567,0.495650,0.478798,0.471045,0.476409,0.527853,0.538701,0.520038,0.449079,0.505566,0.516650,0.413962,0.368635,0.439502,0.485753,0.620200,0.615779,0.665222,0.648034,0.627616,0.642729,0.660860,0.623733,0.637077,0.610153,0.593585,0.634313,0.615839,0.598459,0.634976,0.628829,0.581258,0.620101,0.574247,0.634645,0.764053,0.841705,0.868882,0.862572,0.662633,0.411484,0.436453,0.428871,0.468569,0.472832,0.530082,0.429777,0.523416,0.458834,0.520631,0.532642,0.523341,0.373239,0.225919,0.220875,0.181652,0.168043,0.205833,0.253946,0.253946,0.205833
0.628444,0.628444,0.597922,0.597922,0.628444,0.613421,0.629139,0.642242,0.609290,0.654845,0.632180,0.645944,0.617164,0.611365,0.623732,0.670992,0.633221,0.572220,0.451266,0.350572,0.362457,0.377933,0.390427,0.415261,0.452394,0.375836,0.394487,0.428573,0.394315,0.420321,0.492204,0.459344,0.436583,0.509937,0.477011,0.435901,0.509355,0.512652,0.485344,0.473732,0.458518,0.497232,0.526589,0.533029,0.524229,0.491476,0.537825,0.514702,0.506575,0.547430,0.561915,0.536352,0.544164,0.517270,0.489632,0.488335,0.418605,0.492564,0.492465,0.470416,0.539607,0.522995,0.552739,0.521973,0.536899,0.492079,0.532467,0.519776,0.517779,0.456834,0.521503,0.519349,0.518398,0.502680,0.521744,0.470873,0.509935,0.482677,0.484225,0.532563,0.460174,0.461666,0.457516,0.426865,0.421396,0.458745,0.522194,0.536330,0.593185,0.606464,0.650903,0.605521,0.633877,0.638922,0.613869,0.653769,0.610040,0.654198,0.589513,0.610088,0.606118,0.656773,0.604118,0.608357,0.611009,0.563019,0.538809,0.657043,0.832415,0.835645,0.874267,0.868444,0.555313,0.432982,0.468571,0.502005,0.478675,0.486791,0.479982,0.487626,0.511555,0.492310,0.529873,0.369115,0.158253,0.163807,0.188782,0.169050,0.234923,0.169241,0.250321,0.250321,0.169241
